datum,ISTAT_code,name_IT,totals
2020-09-18,5015,CALOSSO,1
2020-09-18,10025,GENOVA,4
2020-09-18,10028,LAVAGNA,1
2020-09-18,13040,CAMPIONE D'ITALIA,1
2020-09-18,15027,BOLLATE,1
2020-09-18,15146,MILANO,2
2020-09-18,15250,BARANZATE,3
2020-09-18,17029,BRESCIA,3
2020-09-18,18083,LOMELLO,2
2020-09-18,21001,ALDINO,10
2020-09-18,21002,ANDRIANO,6
2020-09-18,21003,ANTERIVO,4
2020-09-18,21004,APPIANO SULLA STRADA DEL VINO,173
2020-09-18,21005,AVELENGO,6
2020-09-18,21006,BADIA,38
2020-09-18,21007,BARBIANO,6
2020-09-18,21008,BOLZANO,675
2020-09-18,21009,BRAIES,11
2020-09-18,21010,BRENNERO,15
2020-09-18,21011,BRESSANONE,127
2020-09-18,21012,BRONZOLO,21
2020-09-18,21013,BRUNICO,120
2020-09-18,21015,CALDARO SULLA STRADA DEL VINO,17
2020-09-18,21016,CAMPO DI TRENS,11
2020-09-18,21017,CAMPO TURES,11
2020-09-18,21018,CASTELBELLO-CIARDES,3
2020-09-18,21019,CASTELROTTO,84
2020-09-18,21020,CERMES,11
2020-09-18,21021,CHIENES,14
2020-09-18,21022,CHIUSA,16
2020-09-18,21023,CORNEDO ALL'ISARCO,24
2020-09-18,21024,CORTACCIA SULLA STRADA DEL VINO,7
2020-09-18,21025,CORTINA SULLA STRADA DEL VINO,10
2020-09-18,21026,CORVARA IN BADIA,21
2020-09-18,21027,CURON VENOSTA,2
2020-09-18,21028,DOBBIACO,13
2020-09-18,21029,EGNA,30
2020-09-18,21030,FALZES,14
2020-09-18,21031,FIE' ALLO SCILIAR,19
2020-09-18,21032,FORTEZZA,12
2020-09-18,21033,FUNES,20
2020-09-18,21034,GAIS,11
2020-09-18,21035,GARGAZZONE,4
2020-09-18,21037,LACES,2
2020-09-18,21038,LAGUNDO,14
2020-09-18,21039,LAION,19
2020-09-18,21040,LAIVES,154
2020-09-18,21041,LANA,49
2020-09-18,21042,LASA,3
2020-09-18,21043,LAUREGNO,1
2020-09-18,21044,LUSON,3
2020-09-18,21045,MAGRE' SULLA STRADA DEL VINO,2
2020-09-18,21046,MALLES VENOSTA,2
2020-09-18,21047,MAREBBE,16
2020-09-18,21048,MARLENGO,5
2020-09-18,21049,MARTELLO,1
2020-09-18,21050,MELTINA,5
2020-09-18,21051,MERANO,201
2020-09-18,21052,MONGUELFO - TESIDO,12
2020-09-18,21053,MONTAGNA,20
2020-09-18,21054,MOSO IN PASSIRIA,15
2020-09-18,21055,NALLES,9
2020-09-18,21056,NATURNO,6
2020-09-18,21057,NAZ-SCIAVES,12
2020-09-18,21058,NOVA LEVANTE,3
2020-09-18,21059,NOVA PONENTE,8
2020-09-18,21060,ORA,41
2020-09-18,21061,ORTISEI,54
2020-09-18,21062,PARCINES,3
2020-09-18,21063,PERCA,5
2020-09-18,21064,PLAUS,1
2020-09-18,21066,POSTAL,11
2020-09-18,21067,PRATO ALLO STELVIO,6
2020-09-18,21068,PREDOI,5
2020-09-18,21070,RACINES,28
2020-09-18,21071,RASUN ANTERSELVA,3
2020-09-18,21072,RENON,27
2020-09-18,21073,RIFIANO,6
2020-09-18,21074,RIO DI PUSTERIA,7
2020-09-18,21075,RODENGO,5
2020-09-18,21076,SALORNO SULLA STRADA DEL VINO,22
2020-09-18,21077,SAN CANDIDO,24
2020-09-18,21079,SAN GENESIO ATESINO,21
2020-09-18,21080,SAN LEONARDO IN PASSIRIA,38
2020-09-18,21081,SAN LORENZO DI SEBATO,19
2020-09-18,21082,SAN MARTINO IN BADIA,8
2020-09-18,21083,SAN MARTINO IN PASSIRIA,9
2020-09-18,21084,SAN PANCRAZIO,3
2020-09-18,21085,SANTA CRISTINA VALGARDENA,27
2020-09-18,21086,SARENTINO,5
2020-09-18,21087,SCENA,2
2020-09-18,21088,SELVA DEI MOLINI,4
2020-09-18,21089,SELVA DI VAL GARDENA,50
2020-09-18,21092,SESTO,13
2020-09-18,21093,SILANDRO,6
2020-09-18,21094,SLUDERNO,1
2020-09-18,21095,STELVIO,3
2020-09-18,21096,TERENTO,2
2020-09-18,21097,TERLANO,50
2020-09-18,21098,TERMENO SULLA STRADA DEL VINO,8
2020-09-18,21099,TESIMO,22
2020-09-18,21100,TIRES,4
2020-09-18,21101,TIROLO,6
2020-09-18,21102,TRODENA NEL PARCO NATURALE,7
2020-09-18,21104,ULTIMO,2
2020-09-18,21105,VADENA,8
2020-09-18,21106,VALDAORA,10
2020-09-18,21107,VAL DI VIZZE,22
2020-09-18,21108,VALLE AURINA,15
2020-09-18,21109,VALLE DI CASIES,13
2020-09-18,21110,VANDOIES,16
2020-09-18,21111,VARNA,20
2020-09-18,21112,VERANO,1
2020-09-18,21113,VILLABASSA,32
2020-09-18,21114,VILLANDRO,2
2020-09-18,21115,VIPITENO,31
2020-09-18,21116,VELTURNO,10
2020-09-18,21117,LA VALLE,17
