datum,ISTAT_code,name_IT,totals
2020-09-20,5015,CALOSSO,1
2020-09-20,10025,GENOVA,4
2020-09-20,10028,LAVAGNA,1
2020-09-20,13040,CAMPIONE D'ITALIA,1
2020-09-20,15027,BOLLATE,1
2020-09-20,15146,MILANO,2
2020-09-20,15250,BARANZATE,3
2020-09-20,17029,BRESCIA,3
2020-09-20,18083,LOMELLO,2
2020-09-20,21001,ALDINO,10
2020-09-20,21002,ANDRIANO,6
2020-09-20,21003,ANTERIVO,4
2020-09-20,21004,APPIANO SULLA STRADA DEL VINO,173
2020-09-20,21005,AVELENGO,6
2020-09-20,21006,BADIA,38
2020-09-20,21007,BARBIANO,6
2020-09-20,21008,BOLZANO,687
2020-09-20,21009,BRAIES,11
2020-09-20,21010,BRENNERO,15
2020-09-20,21011,BRESSANONE,127
2020-09-20,21012,BRONZOLO,21
2020-09-20,21013,BRUNICO,120
2020-09-20,21015,CALDARO SULLA STRADA DEL VINO,17
2020-09-20,21016,CAMPO DI TRENS,11
2020-09-20,21017,CAMPO TURES,11
2020-09-20,21018,CASTELBELLO-CIARDES,3
2020-09-20,21019,CASTELROTTO,84
2020-09-20,21020,CERMES,11
2020-09-20,21021,CHIENES,14
2020-09-20,21022,CHIUSA,17
2020-09-20,21023,CORNEDO ALL'ISARCO,25
2020-09-20,21024,CORTACCIA SULLA STRADA DEL VINO,7
2020-09-20,21025,CORTINA SULLA STRADA DEL VINO,11
2020-09-20,21026,CORVARA IN BADIA,21
2020-09-20,21027,CURON VENOSTA,2
2020-09-20,21028,DOBBIACO,13
2020-09-20,21029,EGNA,30
2020-09-20,21030,FALZES,14
2020-09-20,21031,FIE' ALLO SCILIAR,19
2020-09-20,21032,FORTEZZA,12
2020-09-20,21033,FUNES,20
2020-09-20,21034,GAIS,11
2020-09-20,21035,GARGAZZONE,4
2020-09-20,21037,LACES,3
2020-09-20,21038,LAGUNDO,14
2020-09-20,21039,LAION,20
2020-09-20,21040,LAIVES,155
2020-09-20,21041,LANA,49
2020-09-20,21042,LASA,5
2020-09-20,21043,LAUREGNO,1
2020-09-20,21044,LUSON,3
2020-09-20,21045,MAGRE' SULLA STRADA DEL VINO,2
2020-09-20,21046,MALLES VENOSTA,2
2020-09-20,21047,MAREBBE,16
2020-09-20,21048,MARLENGO,6
2020-09-20,21049,MARTELLO,2
2020-09-20,21050,MELTINA,5
2020-09-20,21051,MERANO,205
2020-09-20,21052,MONGUELFO - TESIDO,12
2020-09-20,21053,MONTAGNA,20
2020-09-20,21054,MOSO IN PASSIRIA,15
2020-09-20,21055,NALLES,9
2020-09-20,21056,NATURNO,6
2020-09-20,21057,NAZ-SCIAVES,12
2020-09-20,21058,NOVA LEVANTE,4
2020-09-20,21059,NOVA PONENTE,8
2020-09-20,21060,ORA,41
2020-09-20,21061,ORTISEI,54
2020-09-20,21062,PARCINES,3
2020-09-20,21063,PERCA,5
2020-09-20,21064,PLAUS,1
2020-09-20,21066,POSTAL,11
2020-09-20,21067,PRATO ALLO STELVIO,6
2020-09-20,21068,PREDOI,5
2020-09-20,21070,RACINES,28
2020-09-20,21071,RASUN ANTERSELVA,3
2020-09-20,21072,RENON,27
2020-09-20,21073,RIFIANO,6
2020-09-20,21074,RIO DI PUSTERIA,7
2020-09-20,21075,RODENGO,5
2020-09-20,21076,SALORNO SULLA STRADA DEL VINO,23
2020-09-20,21077,SAN CANDIDO,24
2020-09-20,21079,SAN GENESIO ATESINO,21
2020-09-20,21080,SAN LEONARDO IN PASSIRIA,38
2020-09-20,21081,SAN LORENZO DI SEBATO,19
2020-09-20,21082,SAN MARTINO IN BADIA,8
2020-09-20,21083,SAN MARTINO IN PASSIRIA,9
2020-09-20,21084,SAN PANCRAZIO,3
2020-09-20,21085,SANTA CRISTINA VALGARDENA,27
2020-09-20,21086,SARENTINO,5
2020-09-20,21087,SCENA,2
2020-09-20,21088,SELVA DEI MOLINI,4
2020-09-20,21089,SELVA DI VAL GARDENA,50
2020-09-20,21092,SESTO,13
2020-09-20,21093,SILANDRO,6
2020-09-20,21094,SLUDERNO,1
2020-09-20,21095,STELVIO,3
2020-09-20,21096,TERENTO,2
2020-09-20,21097,TERLANO,50
2020-09-20,21098,TERMENO SULLA STRADA DEL VINO,8
2020-09-20,21099,TESIMO,22
2020-09-20,21100,TIRES,5
2020-09-20,21101,TIROLO,6
2020-09-20,21102,TRODENA NEL PARCO NATURALE,7
2020-09-20,21104,ULTIMO,2
2020-09-20,21105,VADENA,8
2020-09-20,21106,VALDAORA,10
2020-09-20,21107,VAL DI VIZZE,23
2020-09-20,21108,VALLE AURINA,15
2020-09-20,21109,VALLE DI CASIES,13
2020-09-20,21110,VANDOIES,16
2020-09-20,21111,VARNA,20
2020-09-20,21112,VERANO,1
2020-09-20,21113,VILLABASSA,32
2020-09-20,21114,VILLANDRO,2
2020-09-20,21115,VIPITENO,32
2020-09-20,21116,VELTURNO,10
2020-09-20,21117,LA VALLE,17
